flight_name,latitude,longitude,altitude,waypoint_index
Flight_1,-13.429046722691723,-4.712354614272726,1444,1
Flight_1,-39.67493494581657,-19.146143007031412,1109,2
Flight_1,25.736020531458493,172.00319913116567,385,3
Flight_2,59.0519274374993,163.3701243180413,403,1
Flight_2,-17.018777755473508,93.4739264234068,1669,2
Flight_2,68.45662030793392,-106.78482258575887,2220,3
Flight_3,-2.5875503452982116,40.545884027167745,2625,1
Flight_3,-66.42024160442043,-104.55925962939664,511,2
Flight_3,38.695237155128524,113.62782295898825,2770,3
Flight_4,25.527753834913653,149.49799716830552,869,1
Flight_4,14.21104762462764,-58.51571830654757,2469,2
Flight_4,-64.24605072322575,-56.58447232425813,433,3
Flight_5,63.91053049462806,13.15981397965001,2728,1
Flight_5,35.82843475560098,102.82404126216568,1460,2
Flight_5,-78.06344351110414,-93.69453942003898,1436,3
Flight_6,-38.259335974244465,15.193089165367098,1387,1
Flight_6,-5.666426972697607,-67.46601374969936,2268,2
Flight_6,-34.34596659690226,143.70461135726936,2829,3
Flight_7,-83.30533728430832,-59.38156336766757,2995,1
Flight_7,-14.296274159618662,74.20729034942295,1123,2
Flight_7,55.92882929998808,23.997175055682533,352,3
Flight_8,-88.0482780746529,38.615918371344435,2342,1
Flight_8,-57.00148266125938,-108.72952624762759,1515,2
Flight_8,26.61811062167908,0.7027394449332007,1683,3
Flight_9,8.361839489563565,-23.030718242875736,1569,1
Flight_9,-78.0219718300917,-89.21569596274597,288,2
Flight_9,85.60120950315661,-56.79340330520519,804,3
Flight_10,-77.02281301960402,-31.9588014309154,854,1
Flight_10,35.42909850045061,-78.47781832097219,1935,2
Flight_10,-39.35474325281672,158.1695710600988,1895,3
Flight_11,-29.943544715078204,3.2340024307019917,1364,1
Flight_11,74.32831095360814,49.95687694935478,1829,2
Flight_11,-16.075038269805603,-148.70150590457283,251,3
Flight_12,-16.314022946974504,32.97732533042114,2250,1
Flight_12,-54.419543937162885,-74.67819045706254,2629,2
Flight_12,-14.3037036859876,-142.0524410265777,2020,3
Flight_13,-79.65415857290517,46.72093102251711,2110,1
Flight_13,-44.70605796192737,-20.452037526086997,2843,2
Flight_13,29.522950853274295,-104.74684711471993,2512,3
Flight_14,-69.36924702920287,156.52336857198446,2134,1
Flight_14,-7.407790838313161,103.70345231875154,2356,2
Flight_14,-13.009985586544971,2.443509112355372,1831,3
Flight_15,14.396717941925502,-172.2466525180559,1154,1
Flight_15,33.633999487284754,103.40026863573337,1062,2
Flight_15,-65.97608174921292,-63.46113841413383,830,3
Flight_16,-14.857408477028912,87.99215089694025,732,1
Flight_16,-50.315066218675014,167.1226294128257,150,2
Flight_16,-56.11335228532915,-31.697552821192517,2924,3
Flight_17,-79.68808488454027,168.28144952830996,2296,1
Flight_17,-76.12259277258121,142.16518039196887,2497,2
Flight_17,20.158912058748683,155.5195030171157,1367,3
Flight_18,33.0591333584137,154.76848278898342,2317,1
Flight_18,26.61389042100201,143.21441586777757,1741,2
Flight_18,58.25110116651658,-174.67110095151676,2925,3
Flight_19,-2.1630801747630244,-82.57639256961194,2353,1
Flight_19,19.556069872988374,175.8969702646624,274,2
Flight_19,49.32922907562417,-132.022905677455,850,3
Flight_20,-7.3237145783568,68.7825501691417,2450,1
Flight_20,32.80527466138386,143.60756803337858,1636,2
Flight_20,-81.83759565779357,-75.6381418577433,122,3
Flight_21,5.912210534619746,-130.22910007238053,1522,1
Flight_21,61.14334150722519,-178.52540186321735,2489,2
Flight_21,89.57711907957082,-21.969774128232643,2393,3
Flight_22,-31.353789920035048,156.63851210516452,1421,1
Flight_22,-6.203851614390871,-48.85648206049504,2152,2
Flight_22,-49.33188580791356,-70.91711230491318,178,3
Flight_23,28.50059585250446,-139.74251054608175,2337,1
Flight_23,85.77015213016836,22.121332440188723,2259,2
Flight_23,-9.152288770402492,71.65269387157358,1965,3
Flight_24,-74.26139225256262,132.2718809965242,2058,1
Flight_24,5.820995484269503,-149.9211588959015,2443,2
Flight_24,-12.96714812234741,-130.31200574300757,846,3
Flight_25,-19.29237863416317,-6.091419702552088,2632,1
Flight_25,32.76737096055383,28.91595358636502,2283,2
Flight_25,55.641421897987016,167.64742793544514,2684,3
Flight_26,-56.67389681676468,47.25329198157584,1553,1
Flight_26,69.95051505333967,-93.28629014311244,495,2
Flight_26,-8.033711430672923,57.45843461918321,217,3
Flight_27,-14.67648388295764,-75.66824399762481,228,1
Flight_27,16.994179689634777,-82.01360413315206,1377,2
Flight_27,48.22465439272855,-30.121468574390605,1088,3
Flight_28,21.223955480764403,-75.94260440675107,1223,1
Flight_28,2.7608700962427974,-147.68887884461674,2743,2
Flight_28,-2.539875459778159,23.089767987167846,782,3
Flight_29,41.45781301727564,49.656916487608214,285,1
Flight_29,-67.8052788791462,148.90663652337452,337,2
Flight_29,19.765983807349258,-45.70806278765295,2954,3
Flight_30,-75.76326625996067,-125.22741484961202,1030,1
Flight_30,42.04654681443532,-52.89514444895656,1186,2
Flight_30,13.529942851011725,-159.9235655652847,725,3
Flight_31,-48.59382571570487,-27.155722643662074,418,1
Flight_31,-84.17179308291944,89.49518869948383,408,2
Flight_31,29.64176522583685,-21.58890945159513,291,3
Flight_32,70.32035262575585,-148.27224435998758,1317,1
Flight_32,-56.687099825097654,84.75122135925625,202,2
Flight_32,61.75425790431646,-166.1518625538969,2805,3
Flight_33,-41.31848458354965,172.15555087943744,2911,1
Flight_33,-30.78935972650747,-41.06542502850522,470,2
Flight_33,76.43875351932692,29.14504794569703,2333,3
Flight_34,-27.035653209211397,-25.5600077048513,842,1
Flight_34,1.3501333445185253,-164.88808258099027,112,2
Flight_34,74.1947383586629,-94.99684760386633,2745,3
Flight_35,-31.172386185278633,97.6201063684831,1033,1
Flight_35,-82.93724838786015,111.6569351863136,1823,2
Flight_35,51.340192537768104,17.184111930591143,503,3
Flight_36,53.82294202511767,107.94609572380728,2777,1
Flight_36,-85.91261654449501,145.46422798619489,997,2
Flight_36,-55.21022168124864,138.23676124776654,2749,3
Flight_37,-0.8666621890116488,-178.57590544408333,2520,1
Flight_37,35.72771377317339,-63.1531289434256,244,2
Flight_37,-45.11777091192588,-27.022997905213828,697,3
Flight_38,-60.51619153839853,-153.0852911127185,2664,1
Flight_38,11.84772217187539,70.50268568813479,863,2
Flight_38,60.755290134860644,36.230595808999226,1723,3
Flight_39,65.12334917182869,32.402340082349895,1143,1
Flight_39,-70.44074994984246,-12.401474151642816,1176,2
Flight_39,-32.8160563757532,44.29807121525897,924,3
Flight_40,-62.577784757212655,-129.99257709232631,366,1
Flight_40,12.067309096828652,-124.1926108217916,880,2
Flight_40,32.035341028294184,73.05477811010564,655,3
Flight_41,68.38002715659675,-56.49820107141507,2656,1
Flight_41,52.60515064572721,-78.5959303830344,2001,2
